,Postcode (single space),GEOWD18 code,Geographical Ward 2018 name,STATWD18 code,Statistical Ward 2018 name [Bestfit] ,LSOA11 code,LSOA11 local name,IMD2019 LSOA England Rank,IMD2019 England % Rank,IMD2019 England Deprivation Decile,IMD2019 LSOA Bristol Rank,IMD2019 Bristol Deprivation Decile
8041,BS5 8RP,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8042,BS5 8RQ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8043,BS5 8RR,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8044,BS5 8RS,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8045,BS5 8RT,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8046,BS5 8RU,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8047,BS5 8RW,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8048,BS5 8RX,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8049,BS5 8RY,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8050,BS5 8RZ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8051,BS5 8SA,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014678,Nags Head Hill,13932,0.42418706613080015,5,146,6
8052,BS5 8SE,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8053,BS5 8SF,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8054,BS5 8SG,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8055,BS5 8SH,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8056,BS5 8SJ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8057,BS5 8SL,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8058,BS5 8SN,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8059,BS5 8SP,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8060,BS5 8SQ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014679,Bryants Hill,16600,0.5054195591279991,6,168,7
8061,BS5 8SR,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8062,BS5 8SS,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8063,BS5 8ST,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8064,BS5 8SU,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8065,BS5 8SW,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8066,BS5 8SX,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8067,BS5 8SY,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8068,BS5 8SZ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8069,BS5 8TA,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8070,BS5 8TB,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8071,BS5 8TD,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8072,BS5 8TE,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8073,BS5 8TF,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8074,BS5 8TG,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8075,BS5 8TH,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8076,BS5 8TJ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8077,BS5 8TL,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8078,BS5 8TN,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014678,Nags Head Hill,13932,0.42418706613080015,5,146,6
8079,BS5 8TP,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8080,BS5 8TQ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8081,BS5 8TR,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014680,Conham Valley,19981,0.6083607355985873,7,186,8
8082,BS5 8TS,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8083,BS5 8TT,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8084,BS5 8TU,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8085,BS5 8TW,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014678,Nags Head Hill,13932,0.42418706613080015,5,146,6
8086,BS5 8TX,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8087,BS5 8TY,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014678,Nags Head Hill,13932,0.42418706613080015,5,146,6
8088,BS5 8TZ,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8089,BS5 8UA,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014678,Nags Head Hill,13932,0.42418706613080015,5,146,6
8090,BS5 8UB,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8091,BS5 8UD,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8092,BS5 8UE,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8093,BS5 8UH,E05010911,St George Troopers Hill,E05010911,St George Troopers Hill,E01014677,Crews Hole,19709,0.6000791620996224,7,184,7
8094,BS5 9AB,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8095,BS5 9AD,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8096,BS5 9AE,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8097,BS5 9AF,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8098,BS5 9AG,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8099,BS5 9AH,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8100,BS5 9AJ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8101,BS5 9AL,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8102,BS5 9AN,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8103,BS5 9AP,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8104,BS5 9AQ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8105,BS5 9AR,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8106,BS5 9AS,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8107,BS5 9AT,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8108,BS5 9AU,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8109,BS5 9AW,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8110,BS5 9AX,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8111,BS5 9AY,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8112,BS5 9AZ,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8113,BS5 9BB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8114,BS5 9BD,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8115,BS5 9BE,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8116,BS5 9BF,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8117,BS5 9BG,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8118,BS5 9BH,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8119,BS5 9BJ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8120,BS5 9BL,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8121,BS5 9BN,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8122,BS5 9BP,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8123,BS5 9BQ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8124,BS5 9BS,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8125,BS5 9BT,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8126,BS5 9BU,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8127,BS5 9BW,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8128,BS5 9BX,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8129,BS5 9BY,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8130,BS5 9BZ,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8131,BS5 9DA,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8132,BS5 9DB,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8133,BS5 9DD,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8134,BS5 9DE,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8135,BS5 9DF,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8136,BS5 9DG,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8137,BS5 9DH,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8138,BS5 9DJ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8139,BS5 9DL,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8140,BS5 9DN,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8141,BS5 9DP,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8142,BS5 9DQ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8143,BS5 9DR,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8144,BS5 9DS,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8145,BS5 9DT,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8146,BS5 9DU,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8147,BS5 9DW,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8148,BS5 9DX,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8149,BS5 9DY,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8150,BS5 9DZ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8151,BS5 9EA,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8152,BS5 9EB,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8153,BS5 9ED,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8154,BS5 9EE,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8155,BS5 9EF,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8156,BS5 9EG,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8157,BS5 9EH,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8158,BS5 9EJ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8159,BS5 9EL,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8160,BS5 9EN,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8161,BS5 9EP,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8162,BS5 9EQ,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8163,BS5 9ER,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8164,BS5 9ES,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8165,BS5 9ET,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8166,BS5 9EU,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8167,BS5 9EX,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8168,BS5 9EY,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8169,BS5 9EZ,E05010896,Easton,E05010896,Easton,E01014570,Whitehall,11159,0.3397576421873097,4,122,5
8170,BS5 9FB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8171,BS5 9FD,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033369,Newtown,1657,0.050450615028620145,1,23,1
8172,BS5 9FE,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8173,BS5 9FF,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8174,BS5 9FG,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033369,Newtown,1657,0.050450615028620145,1,23,1
8175,BS5 9FH,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8176,BS5 9FJ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8177,BS5 9HB,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8178,BS5 9HF,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8179,BS5 9HG,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8180,BS5 9HH,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8181,BS5 9HJ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8182,BS5 9HL,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8183,BS5 9HN,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8184,BS5 9HP,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8185,BS5 9HQ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8186,BS5 9HR,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8187,BS5 9HS,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8188,BS5 9HT,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8189,BS5 9HU,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8190,BS5 9HW,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8191,BS5 9HX,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8192,BS5 9HZ,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8193,BS5 9JA,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014653,Easton Road,743,0.022622092315186946,1,12,1
8194,BS5 9JD,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8195,BS5 9JE,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8196,BS5 9JF,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8197,BS5 9JG,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014653,Easton Road,743,0.022622092315186946,1,12,1
8198,BS5 9JH,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8199,BS5 9JJ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8200,BS5 9JL,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8201,BS5 9JP,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8202,BS5 9JR,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8203,BS5 9JS,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8204,BS5 9JT,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8205,BS5 9JU,E05010896,Easton,E05010896,Easton,E01014564,Chelsea Park,9374,0.2854098161003532,3,106,4
8206,BS5 9JW,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8207,BS5 9JX,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8208,BS5 9JY,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8209,BS5 9JZ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8210,BS5 9LA,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8211,BS5 9LB,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8212,BS5 9LD,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8213,BS5 9LE,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8214,BS5 9LF,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8215,BS5 9LG,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8216,BS5 9LH,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8217,BS5 9LJ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8218,BS5 9LL,E05010896,Easton,E05010896,Easton,E01014565,Gilbert Road,6176,0.18804043356473024,2,71,3
8219,BS5 9LP,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8220,BS5 9LQ,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8221,BS5 9LR,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8222,BS5 9LT,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8223,BS5 9LY,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8224,BS5 9LZ,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8225,BS5 9NB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8226,BS5 9ND,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8227,BS5 9NE,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8228,BS5 9NF,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8229,BS5 9NG,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8230,BS5 9NH,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8231,BS5 9NJ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8232,BS5 9NL,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8233,BS5 9NN,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8234,BS5 9NP,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8235,BS5 9NQ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8236,BS5 9NR,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8237,BS5 9NS,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8238,BS5 9NT,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8239,BS5 9NU,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8240,BS5 9NW,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8241,BS5 9NX,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8242,BS5 9NY,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8243,BS5 9NZ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8244,BS5 9PF,E05010896,Easton,E05010896,Easton,E01014566,Church Road,8649,0.2633357690902448,3,96,4
8245,BS5 9PG,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8246,BS5 9PH,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8247,BS5 9PJ,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8248,BS5 9PN,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8249,BS5 9PP,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8250,BS5 9PQ,E05010912,St George West,E05010912,St George West,E01014681,Redfield,11208,0.3412495432955791,4,123,5
8251,BS5 9PR,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8252,BS5 9PS,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8253,BS5 9PT,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8254,BS5 9PU,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014658,St Philips,1634,0.04975033491657532,1,22,1
8255,BS5 9PW,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033356,Barton Hill,2023,0.06159420289855073,1,28,2
8256,BS5 9PX,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8257,BS5 9PY,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8258,BS5 9PZ,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8259,BS5 9QA,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8260,BS5 9QB,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8261,BS5 9QD,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
8262,BS5 9QE,E05010896,Easton,E05010896,Easton,E01014567,Netham,10881,0.3312933869199854,4,119,5
